rgn,ita,title,author,poem_id
"E pu a j ò da pinsê a la stason musichêla: i cunzirt a i fëgh fê tot a la Bâ-nda cun i s-ciucaren, ch’i n’gosta gnît, ânzi i pagareb ló par sunê piò spes!","E poi devo pensare anche alla stagione musicale: i concerti li faccio fare tutti alla Banda con le fruste, che non costano niente, anzi pagherebbero loro per suonare più spesso!",,nadiani,nadiani__1
Com a dgiv? I n’à brisa e’ pianofôrt o e’ clavicembalo barocco? La n’bat miga d’a lè! Coma se Georg Friedrich Händel u n’aves mai scret la Musica per i fuochi d’artificio per tromba e grancassa! Si tratta di scegliere il repertorio giusto!,Come dite? Che non hanno il pianoforte o il clavicembalo barocco? Non è un problema! Come se Georg Friedrich Händel non avesse mai scritto Musica per i fuochi d’artificio per tromba e grancassa! Si tratta di scegliere il repertorio giusto!,,nadiani,nadiani__1
"E s’i vô sintì l’ôpra, ch’i véga a e’ cino, al multiplex ch’i la trasmet in dirëta da New York!","E se vogliono sentire l’Opera, che vadano al cinema, al multiplex che la trasmettono in diretta da New York!",,nadiani,nadiani__1
"E la stason teatrêla ch’la n’um faséva durmì la nöt? Dop avé fat dal cumégi in dialet, ch’an al gosta cvasi gnît acsè broti cum ch’agli è, st’ân- a m’l’asparmei.","E la stagione teatrale che mi aveva tolto il sonno? Dopo aver fatto un po’ di commedie in dialetto, che non costano quasi niente brutte come sono, quest’anno mi risparmio anche quelle.",,nadiani,nadiani__1
"E cvérc de’ teàtar l’è sfònd, u i piôv in dentar e poi non è più a norma, bisogna fare dei lavori… j à incóra da fê l’apêlt, t’é voia, par sta legislatura u n’s’in scor gnânca: tot baioch asparmié!","Il tetto del teatro è sfondato, ci piove dentro e poi non è più a norma, bisogna fare dei lavori… devono ancora fare l’appalto, hai voglia, per questa legislatura non se ne parla proprio: tutti soldi risparmiati!",,nadiani,nadiani__1
"S’i vô andêr a teàtar ch’i véga a lè in là, tânt i spetëcul j è sèmpar cvi, a Bagnacavallo coma a Fenza o a Furlè, tot pracis…","Se proprio vogliono andare a teatro che facciano un po’ di strada, tanto gli spettacoli sono sempre quelli, a Bagnacavallo come a Faenza o a Forlì, tutti uguali…",,nadiani,nadiani__1
"Imbacont parò me a j ò spunsurizê – a costo zero, si capisce – solo col patrocinio, una rassegna letteraria ch’i m’l’invigia tot pr e’ sucës ch’l’à:","Nonostante tutto ho sponsorizzato – a costo zero, si capisce – solo col patrocinio, una rassegna letteraria che mi invidiano tutti per il successo che ha:",,nadiani,nadiani__1
"a j ò ingagê gratis tot chi poeti, poetesse, poetastri, scrittori della domenica, cvi ch’i pêga un öc dla tësta par fês publichêr i lìvar, ch’u i n’i lez incion gnânch sota tortura, ch’i compra al cop, al targh e i trofei di cuncurs dla paruchieta:","ho ingaggiato gratis tutti quei poeti, poetesse, poetastri, scrittori della domenica, quelli che pagano un occhio della testa per farsi pubblicare un libro, che non li legge nessuno neanche sotto tortura, che comprano le coppe, le targhe e i trofei dei concorsi della parrocchietta:",,nadiani,nadiani__1
"ben, i n’è cvasi piò ló che n’è tot’ la pupulazion de’ paés? L’in dà fura sèmpar tot i dè da tot i chent, zent che t’an ares gnânch mai cardù ch’i fos bon d’lèzar o d’scrìvar e’ su nom…","beh, sono quasi di più loro che non l’intera popolazione del paese, ne saltano sempre fuori tutti i giorni da tutti i buchi, gente che non immaginavi sapesse neanche leggere o scrivere il proprio nome…",,nadiani,nadiani__1
"Ben, hanno creato un salotto letterario int la cisa scunsacrêda, tânt u ngn’andéva piò incion: tot al sér letture fiume dalle opere omnia d’Zvanî de’ Furnér o dla Céncia d’Raflon e alla fine tot al sér gara di magion con braciolata o sinö una marunêda!","Beh, hanno creato un salotto letterario nella chiesa sconsacrata, tanto non ci andava più nessuno: tutte le sere letture fiume dalla opera omnia di Zvanî de’ Furner o della Céncia d’Raflon e alla fine tutte le sere gara di magione con braciolata o altrimenti una castagnata!",,nadiani,nadiani__1
"Ös-cia che con la cultura si mangia! E pu nench ben: zuzeza di mora romagnola biologica! E e’ salotto l’è sèmpar pî balunê d’scritur, puetesi, ch’i m’darà e’ vóti nench st’êtra vôlta.","Ös-cia che con la cultura si mangia! E poi anche bene: salsiccia di mora romagnola biologica! E il salotto è sempre pieno che scoppia di scrittori, poetesse, che mi daranno il voto anche quest’altra volta.",,nadiani,nadiani__1
"Viva l’inventiva, viva la creatività, viva la coltura di base: patêt, pom e zizarnel! La cultura è crescita! Che da cvând ch’a j ò lanzê il salotto letterario a so za carsù d’dis chilo, me!","Viva l’inventiva, viva la creatività, viva la coltura di base: patate, pomodori e cetrioli! La cultura è crescita! Che da quando ho lanciato il salotto letterario, io, sono ingrassato di dieci chili!",,nadiani,nadiani__1
T’a m saghët ad böt tot i dè,Mi rovini di botte ogni giorno,Falla finita,neri,neri__0
t’ prumet ch’ t’a n’ e’ faré mai piò,prometti di non farlo mai più,Falla finita,neri,neri__0
e me at pardón.,io ti perdono.,Falla finita,neri,neri__0
T’ dì che t’a n pu stê senza ‘d me,Dici che non puoi stare senza me,Falla finita,neri,neri__0
e d’arnôv a sò tota murlêda.,e di nuovo sono tutta un livido.,Falla finita,neri,neri__0
"Mo incù l’è un êtar dè,","Ma oggi è un altro giorno,",Falla finita,neri,neri__0
a n’ho piò paura,non ho più paura,Falla finita,neri,neri__0
e arciàp int al mân la mi vita.,e riprendo in mano la mia vita.,Falla finita,neri,neri__0
Và da e’ dutòr! Té e’ zarvël malè.,Vai dal dottore! Hai il cervello malato.,Falla finita,neri,neri__0
E’ corr al novli,Corrono le nuvole,,paganelli,paganelli__0
Incù l'è grand e’ zil,oggi il cielo è grande,,paganelli,paganelli__0
E’ mor l'instèda.,se ne va l'estate.,,paganelli,paganelli__0
E pou d'inveran,Come nevica,,paganelli,paganelli__1
Coi la moela sla vèta,E’ neve dappertutto,,paganelli,paganelli__1
Cum l’è doulza.,Coperta bianca.,,paganelli,paganelli__1
Ui dà che bufa,E poi d'inverno,,paganelli,paganelli__2
L’è noeva dimpartot,raccogliere la mela sulla vetta,,paganelli,paganelli__2
Na cverta bienca,è così dolce.,,paganelli,paganelli__2
Tra loun e scour,Tra buio e luce,,paganelli,paganelli__3
L'eiba droenta la soera,c'è l'alba dentro la sera,,paganelli,paganelli__3
Aspèt l'undlouna,attendo il lume della luna.,,paganelli,paganelli__3
U s'èlza e vent,Si alza il vento,,paganelli,paganelli__4
Chi sa da du che dvén,chi sa da dove viene,,paganelli,paganelli__4
Du che 'va réss,dove va a parare.,,paganelli,paganelli__4
Mè a sò Pazzini quel ch’fa al zirudèli,Io son Pazzini quello che fa le zirudelle.,,pazzini,pazzini__0
"ò quatri fiul, fradel pittour, surèli.","Ho quattro figli, fratello pittore, sorelle.",,pazzini,pazzini__0
Son nato nel paese di Verrucchio,Sono nato nel paese di Verucchio,,pazzini,pazzini__0
"«là dove soglion, fan de’ denti succhio».","«Là dove soglion, fan de’ denti succhio».",,pazzini,pazzini__0
Tra parentesi a-n so cus che vò di’,"Tra parentesi, non so che voglia dire,",,pazzini,pazzini__0
"mo ad ogni mud l’è Dante, a-s sém capi’.","ma a ogni modo è Dante, ci siam capiti.",,pazzini,pazzini__0
E’ mi mestïr l’è quel de’ stampadour,Il mio mestiere è quello dello stampatore,,pazzini,pazzini__0
"a-n sò un purèt del tótt, mo gnenca un sgnour.","non sono un povero del tutto, ma neanche un signore.",,pazzini,pazzini__0
A viv acsé fasénd al zirudèli fra i stréll di mi burdìl e fra al cambièli.,Vivo così facendo le zirudelle fra gli strilli dei miei bimbi e le cambiali.,,pazzini,pazzini__0
Un sach d’pensïr i-m rend un om distrat,Un sacco di pensieri fan di me un uomo distratto,,pazzini,pazzini__0
"pensïr rubost, pensïr da dvantè mat.","pensieri robusti, pensieri da diventar matto.",,pazzini,pazzini__0
"Però quand che sa-l brazi ò la mi znina ch’la fa tata ma tótt s’la su manina cridil burdéll, cridil, a-n v’e nascänd u-m per d’es l’om e’ più felice a st’mänd.","Però quando in braccio ho la mia piccina che fa ciao a tutti con la sua manina credetelo gente, credetelo, non ve lo nascondo, mi pare d’essere l’uomo più felice a questo mondo.",,pazzini,pazzini__0
"Quèst l’è Pazzini d’Vrócc, quèst a sò mè fat a mi mud, mo però fat acsé.","Questo è Pazzini di Verucchio, questo sono io fatto così, ma fatto a modo mio.",,pazzini,pazzini__0
"Un zirt Hutckins, scienziato americano, nativo di Cicàgo, oltre oceàno, l’atomica, l’à dét ch’i l’à invantè per fes murì, mo ench per fes campè.","Un certo Hutckins, scienziato americano, nativo di Chicago, oltre oceano, ha detto che l’atomica l’avevan da inventare per farci morire, ma anche per farci campare.",,pazzini,pazzini__1
"Per fes murì, l’à dét la verità:","Per farci morire, ha detto la verità:",,pazzini,pazzini__1
"per fes campè, a-n so s’la attacarà.","per farci vivere, non so se azzeccherà.",,pazzini,pazzini__1
"Ma l’om, sgand ste scienzied ch’u-n scar s’l’ingan dis ch’i-l farà campè piò d’novzint an;","L’uomo, a sentir questo scienziato senza inganni, dice che lo farà vivere più di novecento anni;",,pazzini,pazzini__1
"e e starà acsé tent bin, questo mortale, che non vedrà le ore di star male.","e starà talmente bene, questo mortale, che non vedrà l’ora di stare male.",,pazzini,pazzini__1
"Mo i mel, per sgrezia, i-s guarirà t’un sbréss ancà i pió gruss, quei propri ch’i-n s’capéss.","Ma i mali, per disgrazia, guariranno in un lampo, anche i più grossi, quelli che non dan scampo.",,pazzini,pazzini__1
"La polmonite, i bógn, la scarlatina i-s guarirà s’la cherta d’na pastina.","La polmonite, i brufoli, la scarlattina si guariranno con una semplice pastiglina.",,pazzini,pazzini__1
"Dla dona u n’à dét gnint ’d’fela campè perché, purètt, u-s veid ch’u s’è spusè.","Sulla donna, invero, non s’è pronunciato perché, poverino, si vede che è sposato.",,pazzini,pazzini__1
"E pu, fra tent elt robi, ancà al stasoun al cambierà sistema e variazioun.","E poi, tra l’altro, anche le stagioni cambieranno sistema e variazioni.",,pazzini,pazzini__1
L’invirni e sparirà cumpletamint,L’inverno sparirà via in un baleno,,pazzini,pazzini__1
e i mis d’insteda l’è tott un gudimint.,e d’estate sarà sempre sereno.,,pazzini,pazzini__1
"Tl’indôstria e nassarà un stramazadézz che al machin a gli andrà sa gnint, s’un squézz;",Nell’industria ci sarà un tale cambiamento che le macchine andranno senza un movimento;,,pazzini,pazzini__1
"i treni, al nevi, al berch, tótt i tranvai dop mèss in moto, i-n s’firmarà pió mai;","treni, navi, barche e tutti i tranvai messi in moto, non si fermeranno mai;",,pazzini,pazzini__1
e s’na pastina grosa cmè un butoun da que t’ariv benessum t e’ Giapoun.,e con una pillola grossa come un bottone da qui arriverai benissimo in Giappone.,,pazzini,pazzini__1
"Per veida lôm u-i srà ’na lampadina, o in vetta un mount o in mez a una culina,","Per fare luce ci sarà una lampadina, in vetta a un monte o in mezzo a una collina,",,pazzini,pazzini__1
ch’l’ a-t buttarà di sprai d’luce acsé putint che t’avdrè lôm sebin che t’ci indurmint.,e manderà raggi di luce così potenti che vedrai tutto anche se t’addormenti.,,pazzini,pazzini__1
"La i darà dan ma quei ch’và fè l’amour,","Darà fastidio a quelli che fanno l’amore,",,pazzini,pazzini__1
mo in tótt i bus u-i srà l’interrutour.,ma in ogni angolo ci sarà un interruttore.,,pazzini,pazzini__1
"Però ste attint bin, ragazz bustézz,","Però, ragazzi, stateci attenti:",,pazzini,pazzini__1
nu fè che seja tótt un smurtadézz!,non fate solo spegni e accendi!,,pazzini,pazzini__1
"La legna, e’ gas, e’ sperit, e’ carboun","Legna, gas, alcool e pure carbone",,pazzini,pazzini__1
"t’putrè s-ciafei sinz’elt a t’un cantoun perché i fasul, la cherna e i bun caplétt a-i truvarém za cut deintra i casétt.","potrai buttarli senz’altro in un cantone,perché fagioli, carne e buoni cappelletti li troveremo già cotti nei cassetti.",,pazzini,pazzini__1
"La pgnata, s’t’la mètt só prest la matina, s’t’i s-ciaf un plin e dvinta una galina.","Nella pentola, se la metti su alla mattina, butti dentro un pulcino e diventa una gallina.",,pazzini,pazzini__1
"At zinq minut per mezi d’un cunzégn, se t’ci un tistoun, dvint sôpti un om d’inzégn;","In cinque minuti grazie a un congegno, se sei un testone, diventi uomo d’ingegno;",,pazzini,pazzini__1
però bsegna stè atinti a manuvrèl ch’u-n t’eintra trop giudizi a t e’ zarvèl e ch’u-n t’s’ataca e’ mel a dl’ambizioun,"però a manovrarlo occorre attenzione, perché se esageri diventi un cervellone e ti si attacca il male dell’ambizione,",,pazzini,pazzini__1
si nà l’è mei t’arvenza un por tistoun.,ma allora è meglio restare testone.,,pazzini,pazzini__1
Ognun ad nun l’avrà un aeroplano,"Ognuno di noi avrà un aeroplano,",,pazzini,pazzini__1
"ch’u-l putrà tni dri e’ lett, sopra un divano",potrà tenerlo vicino al letto o sul divano,,pazzini,pazzini__1
"e quand l’avrà d’andè a cumprè la mnestra e scaparà, sa quel, da la finestra.","e quando dovrà andare a comprar la minestra, uscirà, con quello, fuori dalla finestra.",,pazzini,pazzini__1
"Se pu a passém t e’ rem dl’agricoltura, sa crillo cus ch’l’è bun da scapè fura!","Se poi passiamo agli agricoltori, lo sa dio cosa può venir fuori!",,pazzini,pazzini__1
"I radisein, i fnucc e l’insalèda i-t nassarà persina tla faldèda.","I ravanelli, i finocchi e l’insalata nasceranno come fare una risata.",,pazzini,pazzini__1
Se t’pient ’na vida bona d’muscatèl quand ch’l’è e’ dé dop prepera pu e’ vascèl,"Se pianti una buona vite di moscato, il dì dopo con la botte stai preparato",,pazzini,pazzini__1
ch’a-t garantés che l’òva l’è za fata,e t’assicuro che l’uva è già matura,,pazzini,pazzini__1
e tè quand ch’l’è la seira t’è la gata.,così la sera la sbornia è sicura.,,pazzini,pazzini__1
"Quattrini a volontà, tasi piò gnint","Quattrini a volontà, tasse più niente",,pazzini,pazzini__1
e quand a cridarém che finalmint at st’mänd u-s starà bin propri dabun nun tótt a-s truvarém at chi’elt calzun.,e quando crederemo che finalmente si sta bene davvero a questo mondo ci ritroveremo tutti quanti all’altro mondo.,,pazzini,pazzini__1
"Scapand da la prisòun dop vei scuntè quattr’an d’galira per avei rubì, Michil e gét me su cumpagn Andrè: «Andema a tò qualcosa?».","Uscendo di prigione, dopo aver scontato quattro anni di galera per aver rubato, Michele disse al suo compagno Andrea: «Andiamo a prendere qualcosa?».",I due ladri,pazzini,pazzini__2
E Andrè: «Ma chi?».,E Andrea: «Ma a chi?».,I due ladri,pazzini,pazzini__2
U l’à racounta e’ mi Pitrin sla piaza:,L’ha raccontata mio cugino Pietro in piazza:,Pietro l’innamorato,pazzini,pazzini__3
l’ira innamured còt ad cla ragaza!,era innamorato cotto di quella ragazza!,Pietro l’innamorato,pazzini,pazzini__3
"Ma li la-n l’à vlu pió, li, la Cilesta,","Ma lei non l’ha voluto più, lei, la Celesta,",Pietro l’innamorato,pazzini,pazzini__3
lu da la tegna u s’è dè d’mors tla testa.,e lui dalla rabbia si è preso a morsi in testa.,Pietro l’innamorato,pazzini,pazzini__3
"«Dasìm un chel ad cherna, cla pió bona, cmé quella ch’avì dè me sgnour Camél;","«Datemi un chilo di carne, la migliore, come quella che avete dato al signor Camillo;",Dal macellaio,pazzini,pazzini__4
"u-m sta poch bin, purètta, la mi nona","mia nonna, poverina, sta poco bene",Dal macellaio,pazzini,pazzini__4
"ò bsogn da fè e’ brud bun: un chél, un chél!","ho bisogno di farle un buon brodo: un chilo, un chilo!",Dal macellaio,pazzini,pazzini__4
Ades a-m fè un piaseir? A m’la vli sgnì?,Ora me lo fate un favore? Me la volete segnare?,Dal macellaio,pazzini,pazzini__4
U-n segna a sta butèiga? A n’ò capì:,Non si segna in questo negozio? Non ho capito:,Dal macellaio,pazzini,pazzini__4
"gi só, gi só, nu fè di cumplimint!","dite, dite pure, non fate complimenti!",Dal macellaio,pazzini,pazzini__4
"Ah beh! s’a-n la vli sgnì, tnìv in amint!».","Ah beh! se non la volete segnare, tenetevela a mente!».",Dal macellaio,pazzini,pazzini__4
"«Mo schirzarè, Pazzini, schirzarè?","«Scherzerai, Pazzini, scherzerai?",La televisione,pazzini,pazzini__5
"Mo la televisioun l’è un’invenzioun mundiela, schirzarè?",La televisione è un’invenzione mondiale! Scherzerai?,La televisione,pazzini,pazzini__5
Mo mè a m’la god t’un mud ch’fa paura e’ mänd,Io me la godo in un modo da far paura,La televisione,pazzini,pazzini__5
"fina in fänd,","fino in fondo,",La televisione,pazzini,pazzini__5
"dal telegiornale alla buona notte,","dal telegiornale alla buona notte,",La televisione,pazzini,pazzini__5
"sdraiato sopra una poltrona come una matrona,","sdraiato sopra una poltrona come una matrona,",La televisione,pazzini,pazzini__5
tutte le sere davanti alla TV in pieno godimento!,tutte le sere davanti alla TV in pieno godimento!,La televisione,pazzini,pazzini__5
U-n m’era mai succès;,Non mi era mai successo;,La televisione,pazzini,pazzini__5
quèst sé ch’l’è e’ prugrès.,questo sì che è progresso.,La televisione,pazzini,pazzini__5
"Pazzini, che raza d’invenzioun l’è la televisioun!».","Pazzini, che razza d’invenzione è la televisione!».",La televisione,pazzini,pazzini__5
"«U-i vo’ la tu custenza Zvan,","«Ci vuol la tua costanza, Giovanni,",La televisione,pazzini,pazzini__5
u-i vo’ la tu custenza!,ci vuol la tua costanza!,La televisione,pazzini,pazzini__5
"Mo cum fet a supurtela, fina in fänd?».",Ma come fai a sopportarla fino in fondo?».,La televisione,pazzini,pazzini__5
"«L’è sobit dét, è subito detto:",«È presto detto:,La televisione,pazzini,pazzini__5
a m’andurmint a gli ot,mi addormento alle otto,La televisione,pazzini,pazzini__5
a-m sveg a mezzanot».,e mi sveglio a mezzanotte».,La televisione,pazzini,pazzini__5
Ho visitè una mästra poch timp fa,Ho visitato una mostra poco tempo fa,,pazzini,pazzini__6
che me a ne so zirtun cumè chi fa a suppurtè zirt quedri mo acsé brótt che mè a j’avrea scartè quasi ma tótt!,che io non so come qualcuno faccia a sopportare certi quadri ma così brutti che io li avrei scartati quasi tutti!,,pazzini,pazzini__6
"L’ira urienteda tótta s’l’astrattismo,","Era una mostra sull’astrattismo,",,pazzini,pazzini__6
"sul neorealismo, s e’ cubismo,","sul neorealismo, sul cubismo,",,pazzini,pazzini__6
"sull’arte chi la cièma l’informale,","sull’arte che chiamano “informale”,",,pazzini,pazzini__6
"sull’era, insomma, atomica spaziale!","sull’èra, insomma, atomica spaziale!",,pazzini,pazzini__6
"A m’un pittour ò dmand: «Scusi, in quel legno, che cosa rappresenta quel disegno?».","A un pittore ho domandato: «Scusi, in quel legno, che cosa rappresenta quel disegno?».",,pazzini,pazzini__6
"«Perbacco! u m’arspond sopti, una fontana!».",«Perbacco! ‒ dice subito ‒ è un fontanile!».,,pazzini,pazzini__6
Mè invici a l’eiva ciap per ’na scarana!,Io invece ci vedevo un sedile!,,pazzini,pazzini__6
"O vést un quedri, mo acsé un fat pastrócc:","Ho visto un quadro, ma un tale pastrocchio:",,pazzini,pazzini__6
"du gambi dri dla schina, un nes t’un znócc,","due gambe dietro la schiena, il naso in un ginocchio,",,pazzini,pazzini__6
na meza ureccia armesta fra un zarvèl;,mezz’orecchio mescolato col cervello;,,pazzini,pazzini__6
e un l’avu e’ curag da di’: «Pu bèl!!!».,e uno ha avuto il coraggio di dire: «Che bello!!!».,,pazzini,pazzini__6
"S’u n’i fós stè a lì drì quel ch’l’eiva fat, a j’avrì dét: «Mo vò, a si stè ti mat?».","Se non fosse stato presente chi l’aveva fatto, gli avrei detto: «Ma voi per caso siete matto?».",,pazzini,pazzini__6
"U-s veid dal fat Madon, di pori Crést da fè pietà: tótt sgaranghed, tótt pést!","Si vedono delle tali Madonne, dei poveri Cristi da far pietà: tutti sgangherati, tutti pesti!",,pazzini,pazzini__6
"Mo insomma zó, cum fala una burdlina prighè e’ Signour, prighè la Madunina indurmantes sa-l brazi dla su mama guardand sti quedri acsé! andama, andama;","Ma insomma, via, come fa una bambina a pregar il Signore, a pregar la Madonnina, ad addormentarsi tra le braccia della mamma guardando dei quadri così! Andiamo, andiamo;",,pazzini,pazzini__6
"a-n vui dem l’eria d’es un cumpetint,","non voglio darmi l’aria d’essere un professore,",,pazzini,pazzini__6
mo a sbat al men ma st’arte a-n me la sint!,ma di batter le mani a quest’arte non ho cuore!,,pazzini,pazzini__6
"Nissun u s’à da uffend, per carità;","Nessuno deve offendersi, per carità;",,pazzini,pazzini__6
s’a-n sint st’ispirazioun furs e sarà per quel motivo noto in mille parti:,se non sento quest’ispirazione forse sarà per quel motivo noto in mille parti:,,pazzini,pazzini__6
"«Non ho l’età, ancora, per amarti!».","«Non ho l’età, ancora, per amarti!».",,pazzini,pazzini__6
La casca da e’ zil sóra un fil.,Casca dal cielo sopra un filo.,La goccia,pazzini,pazzini__7
La s’firma un mumint per fè testamint;,Si ferma un momento per far testamento;,La goccia,pazzini,pazzini__7
"la sguélla, la spécca, la squaia.","scivola, si stacca, si scioglie.",La goccia,pazzini,pazzini__7
Pu prima ad sparì la dis ma la tèra:,"Poi, prima di sparire, dice alla terra:",La goccia,pazzini,pazzini__7
"«T’è tenta supirbia,","«Hai tanta superbia,",La goccia,pazzini,pazzini__7
"t’ a-t fè tenta granda,","ti credi tanto grande,",La goccia,pazzini,pazzini__7
"ma vésta da in elt, t’ci znina cmé mè!».","ma vista dall’alto, sei piccola come me!».",La goccia,pazzini,pazzini__7
Quand ch’una parôla,Quando una parola,La lingua dimenticata,pieri,pieri__0
dla lengua di mi véc,del dialetto dei miei vecchi,La lingua dimenticata,pieri,pieri__0
la m’ bol int e’ gargòz,mi gorgoglia in gola,La lingua dimenticata,pieri,pieri__0
e i grèfi dla memôria,e i graffi della memoria,La lingua dimenticata,pieri,pieri__0
i n’è piò bun,non riescono,La lingua dimenticata,pieri,pieri__0
‘d tirèla sò,a tirarla su,La lingua dimenticata,pieri,pieri__0
a m’ sent un papagal,mi sento un pappagallo,La lingua dimenticata,pieri,pieri__0
ch’ e’ dis do tre parôli,che spiccica qualche partol,La lingua dimenticata,pieri,pieri__0
mo u n’è bon ad cantê’.,ma non è capace di cantare.,La lingua dimenticata,pieri,pieri__0
Chi l’avreb mai det che chi tri burdel is sareb invcè sainza spuses.,Chi l’avrebbe mai detto che quei tre ragazzi sarebbero invecchiati senza sposarsi.,,polini,polini__0
"J’aveva la cà, e lavor, la saluta, un pù ad bajoch da perta.","Avevano la casa, il lavoro, la salute, un po’ di soldi da parte.",,polini,polini__0
J’aveva tot.,Avevano tutto.,,polini,polini__0
Che sia propi par quel ch’in c’è fet i spus?,Che sia proprio per quello che non si sono sposati?,,polini,polini__0
Una volta la su passion l’era i cavel lungh e rez.,"Un tempo, la sua passione erano i capelli lunghi e ricci.",,polini,polini__1
Una testa ad cavel nir che ta la avdiva dalungh un chilometro.,Una gran testa di capelli neri che si notavano da un chilometro di distanza.,,polini,polini__1
Un dè la scapet fora cun una tistina ad cavel curt e biond.,Un giorno si presentò con una testina di capelli corti e biondi.,,polini,polini__1
Lan’c arcnuseiva piò.,Era irriconoscibile.,,polini,polini__1
"Da cla volta che lè, ogni taint, la cambiva tinta e pitnadura.","Da quella volta, ogni tanto, cambiava tinta e pettinatura.",,polini,polini__1
L’è stè da quand cl’à spusè che carabinir cla và pitneda sempra pracisa,È stato da quando si è sposata con quel carabiniere che si pettina sempre alla stessa maniera,,polini,polini__1
e l’à smes ad fes e culor.,e ha smesso di farsi il colore.,,polini,polini__1
"L’era una vita c’an l’avdeiva,","Non lo vedevo da una vita,",,polini,polini__2
l’è arturnè da poch.,è ritornato da poco.,,polini,polini__2
A m’l’arcord da ragaz,Me lo ricordo da ragazzo,,polini,polini__2
poca voia ad studì e poca voia ad lavurè.,poca voglia di studiare e poca voglia di lavorare.,,polini,polini__2
L’andet a stè cun una zia cl’a n’aveiva gnainca un fiol.,Andò ad abitare con una zia che non aveva figli.,,polini,polini__2
– Po’ cs’al fat? – Ho dmandè a e su cusain.,– Poi cos’ha fatto? – Ho chiesto a suo cugino.,,polini,polini__2
– Praticamaint us po’ dì c’u n’à mai fat gnint – u m’à det.,– Praticamente si può dire che non ha mai fatto nulla – mi ha detto.,,polini,polini__2
– E ades csa fal?,– E adesso cosa fa?,,polini,polini__2
– Ades l’è in pension.,– Adesso è in pensione.,,polini,polini__2
Cla sera c’u i’andèt in ca u n’arivet a spalutè una parola.,La sera del fidanzamento non riuscì ad articolare una parola.,,polini,polini__3
Stà chelum – ui get e ba ad lia –,Stai calmo – disse il babbo di lei –,,polini,polini__3
fa du tri bel rispir e po arciapa d’arnov.,fa due tre bei respiri e poi ricomincia da capo.,,polini,polini__3
"E fasèt di bel rispir,","Fece dei bei respiri,",,polini,polini__3
ma la situazion l’an migliurèt.,ma la situazione non migliorò.,,polini,polini__3
E purain – e get la mama ad lia –,Poverino – disse la mamma di lei –,,polini,polini__3
l’è emozionè.,è emozionato.,,polini,polini__3
"Mo che rispir, che emozioun, lo l’è acsè","Ma che respiri, che emozione, lui è così",,polini,polini__3
a n’avì capì cl’è un tartaion,non avete capito che è balbuziente,,polini,polini__3
e get e fiol znin praima c’u i’arives un sc-iafòn in tla copa.,disse il figlio prima che gli arrivasse un ceffone nella nuca.,,polini,polini__3
"L’è partì da gnint,","È partito da niente,",,polini,polini__4
l’aveiva al pezi in te cul.,aveva le toppe nei pantaloni.,,polini,polini__4
"Pianin pianin u s’è cumprè una casina,","Piano piano s’è comprato una casina,",,polini,polini__4
"po’, vest che j’aferi i funzioneva, us né tolt ona piò granda.","poi, visto che gli affari funzionavano, se n’è presa una più grande.",,polini,polini__4
"Ades l’à una bela cà du che stà, du apartamint e un negozi afitì e una cà in campagna da sistemè.","Adesso ha una bella casa dove abita, due appartamenti e un negozio affittati e una casa in campagna da sistemare.",,polini,polini__4
"Lò, che una volta l’andeva par al piazi a rugì che la proprietà l’era un furt.","Lui, che una volta andava per le piazze a gridare che la proprietà era un furto.",,polini,polini__4
"No, u n’è mot.","No, non è muto.",,polini,polini__5
"Un scor, ma u n’è mot.","Non parla, ma non è muto.",,polini,polini__5
"O Dio, un scor,","O Dio, non parla,",,polini,polini__5
"a dì la verità a l’ò santì emainch tre volti a dì “sei”, agliet do o tre volti a dì “ciao”,","a dire la verità l’ho sentito almeno tre volte dire “sì”, altre due o tre volte dire “ciao”,",,polini,polini__5
e una volta a l’ò santì parfena a dì “os-cia”.,e una volta l’ho sentito perfino dire “ostia”.,,polini,polini__5
"E fil dl’amour l’è lungh, delichet, tot ingruvì","Il filo dell’amore è lungo, delicato, tutto attorcigliato",Il filo dell’amore,polini,polini__6
"ui vò pazinzia a radanèl, un bisinin tot quant i dè fena che t’è fat un ghefal.","ci vuole pazienza per raccoglierlo, un po’ tutti i giorni fino a che hai fatto un gomitolo.",Il filo dell’amore,polini,polini__6
E ghefal mia e e ghefal tua Par fè un maion da stei in du.,Il mio gomitolo e il tuo gomitolo per fare un maglione da starci in due.,Il filo dell’amore,polini,polini__6
"J’enzùl j’ariva pianin pianin,","Gli angeli arrivano piano piano,",Gli angeli,polini,polini__7
ta ni sint.,non li senti.,Gli angeli,polini,polini__7
"In scor guasi mai,","Non parlano quasi mai,",Gli angeli,polini,polini__7
i n’è invadint,non sono invadenti,Gli angeli,polini,polini__7
e quand i va via in saluta gnainca par no les ringrazié.,e quando vanno via non salutano neanche per non essere ringraziati.,Gli angeli,polini,polini__7
U j’è dal seri c’a m’incaint A guardè e zil cun al su steli.,Ci sono delle sere che mi incanto a guardare il cielo e le sue stelle.,La mia stella,polini,polini__8
A me um pè ad viv in che momaint L’eternità dal robi beli.,In quel momento mi sembra di vivere l’eternità delle cose belle.,La mia stella,polini,polini__8
E po a m’arcord la praima volta Ch’ò vest cla stela alà in te mez.,E poi mi ricordo la prima volta che ho visto quella stella là in mezzo.,La mia stella,polini,polini__8
