rgn,ita,title
tarlé da e’ temp,tarlati dal tempo,RINASCERE
ch’e’ tréma,che trema,RINASCERE
a la breza dl’êlba,alla brezza dell’alba.,RINASCERE
Int e’ bos-ch,Nel bosco,IL SILENZIO DEL BOSCO
ascult e’ su silenzi,ascolto il suo silenzi,IL SILENZIO DEL BOSCO
d’un pasaröt,d’un passerotto,IL SILENZIO DEL BOSCO
de’ runzê’ d’un muscon,dal ronzare di un moscone,IL SILENZIO DEL BOSCO
Par me u-n gn’è piò sól,Per me non c’è più sole,NON HO PIÚ NIENTE
"u-n gn’è piò stël,",non più stelle,NON HO PIÚ NIENTE
toti al mi sperânz.,tutte le mie speranze.,NON HO PIÚ NIENTE
A n’ho piò gnint,Non ho più niente,NON HO PIÚ NIENTE
sól i tu oc,Solo i tuoi occhi,NON HO PIÚ NIENTE
ch' i-m gvêrda da luntân,che mi guardano da lontano,NON HO PIÚ NIENTE
E in ste cuscen,Ed in questo cuscino,NON HO PIÚ NIENTE
ch’l’ascólta i mi sogn,che ascolta i miei sogn,NON HO PIÚ NIENTE
a j’ò apugè,ho appoggiato,NON HO PIÚ NIENTE
la mi malincunèja,la mia malinconia,NON HO PIÚ NIENTE
cun agli êl stéşi ins la curent di ​dè.,con le ali spiegate sulla corrente dei giorni.,I pensieri
is ingambarëla stra i lëz,incespicano fra i lacci,I pensieri
che la vita la spargója a tarşàch,che la vita sparge a caso,I pensieri
sal strê bùri di s-cèn.,sulle strade buie degli uomini.,I pensieri
I pinsìr cme di uşél ciùş in ghéba,I pensieri come uccelli rinchiusi in gabbia,I pensieri
i bat in sal şbar cun e’ bëch,battono sulle sbarre col becco,I pensieri
séna a s-ciantêsal.,fino a romperselo.,I pensieri
Padlôn,Bilancione,I pensieri
ómid dla vala.,umidi della valle.,I pensieri
Vut e’ padlôn e’ dindòla,Vuoto il bilancione dondola,I pensieri
sl’acva tórda,sull’acqua torbida,I pensieri
indó us spëcia agli òmbar,dove si specchiano le ombre,I pensieri
di cuchél.,dei gabbiani.,I pensieri
Una granzëla la rimpès,Un granchio riempie,I pensieri
la ré,la rete,I pensieri
dla su agunèja.,con la sua agonia.,I pensieri
Quânti Baröşli?,Quanti Rosolacci?,I pensieri
’Na bulê ad baröşli,Una chiazza di rosolacci,I pensieri
’t la luş dla maténa,nella luce del mattino,I pensieri
la m'à scaldê e’ côr,mi ha riscaldato il cuore,I pensieri
cmè al carèz ad parôl,come le carezze di parole,I pensieri
’t i mi dè ad burdël,nei miei giorni infantili,I pensieri
ch’im mitéva int e’ piàt,che mi mettevano nel piatto,I pensieri
s’a pianźéva .,se piangevo.,I pensieri
Quânti baröşli,Quanti rosolacci,I pensieri
am vrébal adës,mi occorrerebbero ora,I pensieri
ch’a j’ò fni al lêgrum?,che ho esaurito le lacrime?,I pensieri
E' mi paéš,Il mio paese,I pensieri
un vél ‘d porbia biancuša,un velo di polvere biancastra,I pensieri
l’éra ins al foi di bdol;,era sulle foglie dei pioppi;,I pensieri
"Dnenz a e’ bar, cvatar vec","Dinanzi al bar, quattro vecchi",I pensieri
i dvanéva i su dè.,dipanavano i loro giorni.,I pensieri
"un gne pròpi gnint da dì,","non c’è proprio niente da dire,",Altro che l’apericena
"Al tartini, un scról ad pléc,","L’è tartine, un sacco di cosine,",Altro che l’apericena
"e’ riš ch’us magna si batèc,","il riso che si mangia coi bastoncini,",Altro che l’apericena
al fritèli s’ jòmne nud.,le frittelle con gli uomini nudi.,Altro che l’apericena
"E’ cavièl, e’ salmòun,","Il caviale, il salmone,",Altro che l’apericena
"agl’jòstrichi se limòun,","le ostriche col limone,",Altro che l’apericena
"i gambarun, e’ becalà,","i gamberoni, il baccalà,",Altro che l’apericena
"Mè a sò pjó a la mèna,","Io sono più alla mano,",Altro che l’apericena
"an sò per l’apericèna, ch’l’à pòca sustènza e u n’ impnès la pènza.","non sono per l’apericena, che ha poca sostanza e non riempie la pancia.",Altro che l’apericena
"L’apèritiv l’è un vizièt, che mè an mi permèt,","L’aperitivo è un vizietto, che io non me lo permetto,",Altro che l’apericena
"us cminza s’un gin fizz,","si comincia con un gin fizz,",Altro che l’apericena
e us fnès sa dó tré spritz.,e si finisce con due tre spritz.,Altro che l’apericena
"dòp ad tótt chi bivarun, un magna pjó nisun.","dopo tutti quei beveroni, non mangia più nessuno.",Altro che l’apericena
"Mo quèsta l’è la mòda,","Ma questa è la moda,",Altro che l’apericena
"e i zóvni las chi gòda,","e i giovani lascia che godano,",Altro che l’apericena
lór i n’à nisun prubléma,"loro non hanno nessun problema,",Altro che l’apericena
ch’i se tènga l’apèricèna.,che se lo tengano l’apericena.,Altro che l’apericena
"Mè an faz tènt cumplimèint,","Io non faccio tanti complimenti,",Altro che l’apericena
"a vòj qualcosa ad cunsistèint,","voglio qualcosa di consistente,",Altro che l’apericena
a bév e’ vèin e faz dó rót.,bevo il vino e faccio due rotti.,Altro che l’apericena
"e an faz gnènca la gata,","e non faccio neanche la sbornia,",Altro che l’apericena
mo èltre che l’apricèna.,ma altro che l’apericena.,Altro che l’apericena
"Quand la tèvula la cèma, u jè chi ch’u n’à féma, sa ch’jèltre ch’i và dré, per dì: listès ènca mè!","Quando la tavola chiama, c’è chi non ha fame, con gli altri che gli vanno dietro, per dire: lo stesso anch’io.",L’antipasto mezza fregata
"Dimpèt m’una rustida, j’arvènza sèinza aptida,","Davanti ad una arrostita, rimangono senza appetito,",L’antipasto mezza fregata
j fà sègn ch’lan gni va,fanno segno che non gli va,L’antipasto mezza fregata
"Per cavèm da l’imbaraz, e nu madèi a che de caz, ai faz l’aperitiv, sa cal buvandi ch’al fà schiv!","Per togliermi dall’imbarazzo, e non mandarli a ca del diavolo, faccio loro l’aperitivo, con quelle bevande che fanno schifo.",L’antipasto mezza fregata
"E dòp ai dag l’antipast, du ch’ai mèt per fè cuntrast, i furmaj sl’afètéd, e’ tón sl’aj marinèd.","È dopo do loro l’antipasto, dove ci metto per far contrasto, i formaggi con l’affettato, il tonno con l’aglio marinato.",L’antipasto mezza fregata
"Se maj i n’avès ‘sà, ai dag un tòc ad bècalà sal zvulini e patati, sal piedi pèina fati.","Se mai non ne avessero abbastanza, do loro un tocco di baccalà, con le cipolline e le patate, con le piade appena fatte.",L’antipasto mezza fregata
"Se la fèma lan gni vèin, ai pòrt du tré sipulèin, al canoci, i sardunzin,","Se la fame non viene, porto loro due tre seppiolini, le canocchie e i sardoncini,",L’antipasto mezza fregata
ai ne dag fin ch’jè pin.,gliene dò fin che son pieni.,L’antipasto mezza fregata
"L’è la dimustraziòun, che l’antipast l’è bòn, d’arvinè la magnèda, insäma mèza frighèda!","È la dimostrazione che l’antipasto è buono di rovinare la mangiata, insomma mezza fregata.",L’antipasto mezza fregata
"Sèimpre bèl e’ Nadèl, ènca sla butèva mèl, ènca quand per i purétt u jéra sna i caplét.","Sempre bello il Natale, anche se buttava male, anche quando per i poveri c’erano solo i cappelletti.",La gara dei cappelletti
"Mo la géva la mi ma’, us fà sa quèl ch’u s’à,","Ma diceva mia mamma, si fa con quello che si ha,",La gara dei cappelletti
"ringraziand e’ Signuréin, i caplét jéra un straséin.","ringraziando il Signore, i cappelletti erano tanti.",La gara dei cappelletti
"Us magnèva tla cušèina,","Mangiavamo in cucina,",La gara dei cappelletti
"a sérmie una vintèina, fra ba’, ma’, nòn, zi, cušèin,","eravamo una ventina, fra babbo, mamma, nonni, zii, cugini,",La gara dei cappelletti
"un po’ strét, mo a stémie béin.",un po’ stretti ma stavamo bene.,La gara dei cappelletti
"I piat ui impiniva e’ nòn, sa vintidó caplèt pròn,","I piatti li riempiva il nonno, con ventidue cappelletti per uno,",La gara dei cappelletti
"la nòna lai cuntèva,","la nonna li contava,",La gara dei cappelletti
quii ad pjó lai cavèva.,e quelli in più li toglieva.,La gara dei cappelletti
"A mastighémie a la granda e i caplèt a tóta randa,","Masticavano alla grande i cappelletti a tutta randa,",La gara dei cappelletti
"Mè a fèva t un lèmp,","Io facevo in un lampo,",La gara dei cappelletti
ai mandèva zó isé.,li mandavo giù così.,La gara dei cappelletti
"Dògnitènt ma qualchedun, ui ne capitéva un, pin ad spòja e impivarèd, un pcòun invlinèd.","Ogni tanto a qualcuno ne capitava uno pieno di sfoglia e impepato, un boccone avvelenato.",La gara dei cappelletti
"E’ sfurtunèd ch’ul pischéva, série e zét e u se magnèva","Lo sfortunato che lo pescava, serio e zitto se lo mangiava",La gara dei cappelletti
"I pjó dèbul in gne la fèva,","I più deboli non ce la facevano,",La gara dei cappelletti
"e drèinta e’ piat il spudèva,","e dentro al piatto lo sputavano,",La gara dei cappelletti
"U s’andèva òlta isé, si piat pin e da svuitè,","Si andava avanti così, col piatto pieno da vuotare,",La gara dei cappelletti
"a pgnata tóta svida, us ciudèva la partida.","a pentola tutta vuota, si chiudeva la partita.",La gara dei cappelletti
"La nòna sè còunt ešat, di caplét e d’ tótt i piat, la pruclamèva e’ vinzitòr, sa tótt ch’jèlt a fèj unòr.","La nonna col conto esatto dei cappelletti e di tutti i piatti proclamava il vincitore, e tutti gli altri a rendergli onore.",La gara dei cappelletti
"Per prémie me campiòun, una stèca ad turòun, ch’as ciucèmie tót insèn, dop ch’avèmie magnè bèin.","Per premio al campione, una stecca di torrone, che ciucciavamo tutti assieme, dopo che avevamo mangiato bene.",La gara dei cappelletti
"Us cantèva, us ridéva,","Si cantava, si rideva,",La gara dei cappelletti
"Ció, livês prema? Nó a fasegna i furnir… Praticament nö andês mai a lët…","Ció, alzarsi prima? Noi facevamo i fornai… Praticamente non andare mai a letto…",Leader/ladri
"Ecco, me a j ò srazê: c’è chi è un puledro di razza, io sono un fuori-razza…","Ecco, io ho rovinato la specie: c’è chi è un puledro di razza, io sono un fuori-razza…",Leader/ladri
"Me a n’so mai stê coma chi rumagnul di prima generazione ch’i lavuréva, e che, s’j è incóra a e’ mònd, j è a lè ch’i lavóra incóra da s-ciantês, ch’i n’è bon d’cavêsan la voia…","Io non sono mai stato come quei romagnoli di prima generazione che lavoravano, e che se sono ancora vivi, sono sempre lì a lavorare da rompersi la schiena, che ancora non gli è passata la voglia…",Leader/ladri
"ecco, me a n’a’ so s’u s’seia capì? Me, la voia, a n’l’ò mai avuda… e la schina a n’um la voi brisa s-ciantê… a n’ò sól òna…","ecco, non so se si è capito, ma io, la voglia, non l’ho mai avuta… e la schiena non me la voglio rovinare per niente… ne ho solo una…",Leader/ladri
"– sempre solo a spendere e a spandere, a fêr i sburon, a andêr in zir cun al svedési, intânt che i vec i s’s-ciantéva la schina e nench i maron…","– sempre solo a spendere e a spandere, a fare i signori, ad andare in giro con delle svedesi, intanto che i loro vecchi si rompevano la schiena e anche i maroni…",Leader/ladri
"Adës, pr esempi, a so dri a lèzar – oh, piân, ânh, do, tre pàgin a e’ dè, parchè, burdel, ció a lèzar u s’fa fadiga…","Adesso, per esempio, sto leggendo – oi, piano, eh? due, tre pagine al giorno, perché, cari miei, ció a leggere si fa fatica…",Leader/ladri
"parò prema on bsögna ch’u s’meta so da par lò, ch’u s’argòmbla… leggi questi, va’ là, piuttosto: Il coraggio di rischiare, Mi metto in gioco, Realizza i tuoi sogni, Come fare i soldi nei periodi di crisi eccetera, eccetera, dàt ’na mösa, ció!».","però prima bisogna che uno si dia da fare da solo, che si tiri su le maniche… leggi questi, va’ là, piuttosto: Il coraggio di rischiare, Mi metto in gioco, Realizza i tuoi sogni, Come fare i soldi nei periodi di crisi eccetera, eccetera, datti una mossa, ció!».",Leader/ladri
"E me a j ò dê ment a Pirî: a m’séra mes in pröpi, ero sul mio…","E allora ho seguito il consiglio di Pirî: mi ero messo in proprio, ero nel mio…",Leader/ladri
"Ero nel settore del rame, che adës e’ tira e’ râm, ch’e’ gosta l’ânma di cvatren, e in cvatr e cvatr öt a j avéva za dj uparéri sota a me, dj uparéri ch’i s’argumbléva d’nöt e d’dè, a dì la varitê cvasi sèmpar d’nöt: dj uparéri albanis, rumagnul, maruchî, rumeni… ero un leader di un’azienda floridissima…","Ero nel settore del rame, che adesso tira il rame, che costa una fortuna, e in quattro e quattr’otto avevo già degli operai sotto di me, degli operai che si davano da fare notte e giorno, a dir la verità quasi sempre di notte: degli operai albanesi, romagnoli, marocchini, rumeni… ero un leader di un’azienda floridissima…",Leader/ladri
"E Pirî int e’ bar a scòrum dri: «Che pataca de’ furnér, i l’à ciap! Puren, a l’ò pu sèmpar det me: a e’ mònd u j… i leader e i lédar!».","E Pirî nel bar a dirmene di tutti i colori: «Quel cretino del fornaio, si è fatto prendere! Poverino, l’ho sempre detto io: nel mondo ci sono… i leader e i ladri!».",Leader/ladri
Incù l'è grand e’ zil,oggi il cielo è grande,
E pou d'inveran,Come nevica,
Coi la moela sla vèta,E’ neve dappertutto,
Ui dà che bufa,E poi d'inverno,
L’è noeva dimpartot,raccogliere la mela sulla vetta,
Na cverta bienca,è così dolce.,
Tra loun e scour,Tra buio e luce,
L'eiba droenta la soera,c'è l'alba dentro la sera,
Aspèt l'undlouna,attendo il lume della luna.,
Chi sa da du che dvén,chi sa da dove viene,
Du che 'va réss,dove va a parare.,
Mè a sò Pazzini quel ch’fa al zirudèli,Io son Pazzini quello che fa le zirudelle.,
"ò quatri fiul, fradel pittour, surèli.","Ho quattro figli, fratello pittore, sorelle.",
Son nato nel paese di Verrucchio,Sono nato nel paese di Verucchio,
"«là dove soglion, fan de’ denti succhio».","«Là dove soglion, fan de’ denti succhio».",
Tra parentesi a-n so cus che vò di’,"Tra parentesi, non so che voglia dire,",
"mo ad ogni mud l’è Dante, a-s sém capi’.","ma a ogni modo è Dante, ci siam capiti.",
E’ mi mestïr l’è quel de’ stampadour,Il mio mestiere è quello dello stampatore,
"a-n sò un purèt del tótt, mo gnenca un sgnour.","non sono un povero del tutto, ma neanche un signore.",
A viv acsé fasénd al zirudèli fra i stréll di mi burdìl e fra al cambièli.,Vivo così facendo le zirudelle fra gli strilli dei miei bimbi e le cambiali.,
Un sach d’pensïr i-m rend un om distrat,Un sacco di pensieri fan di me un uomo distratto,
"pensïr rubost, pensïr da dvantè mat.","pensieri robusti, pensieri da diventar matto.",
"Un zirt Hutckins, scienziato americano, nativo di Cicàgo, oltre oceàno, l’atomica, l’à dét ch’i l’à invantè per fes murì, mo ench per fes campè.","Un certo Hutckins, scienziato americano, nativo di Chicago, oltre oceano, ha detto che l’atomica l’avevan da inventare per farci morire, ma anche per farci campare.",
"Per fes murì, l’à dét la verità:","Per farci morire, ha detto la verità:",
"per fes campè, a-n so s’la attacarà.","per farci vivere, non so se azzeccherà.",
"Ma l’om, sgand ste scienzied ch’u-n scar s’l’ingan dis ch’i-l farà campè piò d’novzint an;","L’uomo, a sentir questo scienziato senza inganni, dice che lo farà vivere più di novecento anni;",
"e e starà acsé tent bin, questo mortale, che non vedrà le ore di star male.","e starà talmente bene, questo mortale, che non vedrà l’ora di stare male.",
"Mo i mel, per sgrezia, i-s guarirà t’un sbréss ancà i pió gruss, quei propri ch’i-n s’capéss.","Ma i mali, per disgrazia, guariranno in un lampo, anche i più grossi, quelli che non dan scampo.",
"La polmonite, i bógn, la scarlatina i-s guarirà s’la cherta d’na pastina.","La polmonite, i brufoli, la scarlattina si guariranno con una semplice pastiglina.",
"E pu, fra tent elt robi, ancà al stasoun al cambierà sistema e variazioun.","E poi, tra l’altro, anche le stagioni cambieranno sistema e variazioni.",
L’invirni e sparirà cumpletamint,L’inverno sparirà via in un baleno,
"Tl’indôstria e nassarà un stramazadézz che al machin a gli andrà sa gnint, s’un squézz;",Nell’industria ci sarà un tale cambiamento che le macchine andranno senza un movimento;,
"i treni, al nevi, al berch, tótt i tranvai dop mèss in moto, i-n s’firmarà pió mai;","treni, navi, barche e tutti i tranvai messi in moto, non si fermeranno mai;",
e s’na pastina grosa cmè un butoun da que t’ariv benessum t e’ Giapoun.,e con una pillola grossa come un bottone da qui arriverai benissimo in Giappone.,
"Per veida lôm u-i srà ’na lampadina, o in vetta un mount o in mez a una culina,","Per fare luce ci sarà una lampadina, in vetta a un monte o in mezzo a una collina,",
ch’l’ a-t buttarà di sprai d’luce acsé putint che t’avdrè lôm sebin che t’ci indurmint.,e manderà raggi di luce così potenti che vedrai tutto anche se t’addormenti.,
"La i darà dan ma quei ch’và fè l’amour,","Darà fastidio a quelli che fanno l’amore,",
"Però ste attint bin, ragazz bustézz,","Però, ragazzi, stateci attenti:",
nu fè che seja tótt un smurtadézz!,non fate solo spegni e accendi!,
"La legna, e’ gas, e’ sperit, e’ carboun","Legna, gas, alcool e pure carbone",
"t’putrè s-ciafei sinz’elt a t’un cantoun perché i fasul, la cherna e i bun caplétt a-i truvarém za cut deintra i casétt.","potrai buttarli senz’altro in un cantone,perché fagioli, carne e buoni cappelletti li troveremo già cotti nei cassetti.",
"La pgnata, s’t’la mètt só prest la matina, s’t’i s-ciaf un plin e dvinta una galina.","Nella pentola, se la metti su alla mattina, butti dentro un pulcino e diventa una gallina.",
"At zinq minut per mezi d’un cunzégn, se t’ci un tistoun, dvint sôpti un om d’inzégn;","In cinque minuti grazie a un congegno, se sei un testone, diventi uomo d’ingegno;",
si nà l’è mei t’arvenza un por tistoun.,ma allora è meglio restare testone.,
Ognun ad nun l’avrà un aeroplano,"Ognuno di noi avrà un aeroplano,",
"ch’u-l putrà tni dri e’ lett, sopra un divano",potrà tenerlo vicino al letto o sul divano,
"e quand l’avrà d’andè a cumprè la mnestra e scaparà, sa quel, da la finestra.","e quando dovrà andare a comprar la minestra, uscirà, con quello, fuori dalla finestra.",
"Se pu a passém t e’ rem dl’agricoltura, sa crillo cus ch’l’è bun da scapè fura!","Se poi passiamo agli agricoltori, lo sa dio cosa può venir fuori!",
"I radisein, i fnucc e l’insalèda i-t nassarà persina tla faldèda.","I ravanelli, i finocchi e l’insalata nasceranno come fare una risata.",
e tè quand ch’l’è la seira t’è la gata.,così la sera la sbornia è sicura.,
"Quattrini a volontà, tasi piò gnint","Quattrini a volontà, tasse più niente",
e quand a cridarém che finalmint at st’mänd u-s starà bin propri dabun nun tótt a-s truvarém at chi’elt calzun.,e quando crederemo che finalmente si sta bene davvero a questo mondo ci ritroveremo tutti quanti all’altro mondo.,
"Scapand da la prisòun dop vei scuntè quattr’an d’galira per avei rubì, Michil e gét me su cumpagn Andrè: «Andema a tò qualcosa?».","Uscendo di prigione, dopo aver scontato quattro anni di galera per aver rubato, Michele disse al suo compagno Andrea: «Andiamo a prendere qualcosa?».",I due ladri
E Andrè: «Ma chi?».,E Andrea: «Ma a chi?».,I due ladri
U l’à racounta e’ mi Pitrin sla piaza:,L’ha raccontata mio cugino Pietro in piazza:,Pietro l’innamorato
l’ira innamured còt ad cla ragaza!,era innamorato cotto di quella ragazza!,Pietro l’innamorato
"Ma li la-n l’à vlu pió, li, la Cilesta,","Ma lei non l’ha voluto più, lei, la Celesta,",Pietro l’innamorato
"u-m sta poch bin, purètta, la mi nona","mia nonna, poverina, sta poco bene",Dal macellaio
"ò bsogn da fè e’ brud bun: un chél, un chél!","ho bisogno di farle un buon brodo: un chilo, un chilo!",Dal macellaio
Ades a-m fè un piaseir? A m’la vli sgnì?,Ora me lo fate un favore? Me la volete segnare?,Dal macellaio
U-n segna a sta butèiga? A n’ò capì:,Non si segna in questo negozio? Non ho capito:,Dal macellaio
"gi só, gi só, nu fè di cumplimint!","dite, dite pure, non fate complimenti!",Dal macellaio
"Ah beh! s’a-n la vli sgnì, tnìv in amint!».","Ah beh! se non la volete segnare, tenetevela a mente!».",Dal macellaio
"«Mo schirzarè, Pazzini, schirzarè?","«Scherzerai, Pazzini, scherzerai?",La televisione
"Mo la televisioun l’è un’invenzioun mundiela, schirzarè?",La televisione è un’invenzione mondiale! Scherzerai?,La televisione
Mo mè a m’la god t’un mud ch’fa paura e’ mänd,Io me la godo in un modo da far paura,La televisione
"fina in fänd,","fino in fondo,",La televisione
"sdraiato sopra una poltrona come una matrona,","sdraiato sopra una poltrona come una matrona,",La televisione
U-n m’era mai succès;,Non mi era mai successo;,La televisione
quèst sé ch’l’è e’ prugrès.,questo sì che è progresso.,La televisione
"Pazzini, che raza d’invenzioun l’è la televisioun!».","Pazzini, che razza d’invenzione è la televisione!».",La televisione
"«U-i vo’ la tu custenza Zvan,","«Ci vuol la tua costanza, Giovanni,",La televisione
u-i vo’ la tu custenza!,ci vuol la tua costanza!,La televisione
"«L’è sobit dét, è subito detto:",«È presto detto:,La televisione
a m’andurmint a gli ot,mi addormento alle otto,La televisione
a-m sveg a mezzanot».,e mi sveglio a mezzanotte».,La televisione
Ho visitè una mästra poch timp fa,Ho visitato una mostra poco tempo fa,
che me a ne so zirtun cumè chi fa a suppurtè zirt quedri mo acsé brótt che mè a j’avrea scartè quasi ma tótt!,che io non so come qualcuno faccia a sopportare certi quadri ma così brutti che io li avrei scartati quasi tutti!,
"L’ira urienteda tótta s’l’astrattismo,","Era una mostra sull’astrattismo,",
"sul neorealismo, s e’ cubismo,","sul neorealismo, sul cubismo,",
"sull’arte chi la cièma l’informale,","sull’arte che chiamano “informale”,",
"sull’era, insomma, atomica spaziale!","sull’èra, insomma, atomica spaziale!",
"«Perbacco! u m’arspond sopti, una fontana!».",«Perbacco! ‒ dice subito ‒ è un fontanile!».,
Mè invici a l’eiva ciap per ’na scarana!,Io invece ci vedevo un sedile!,
"du gambi dri dla schina, un nes t’un znócc,","due gambe dietro la schiena, il naso in un ginocchio,",
mo a sbat al men ma st’arte a-n me la sint!,ma di batter le mani a quest’arte non ho cuore!,
"Nissun u s’à da uffend, per carità;","Nessuno deve offendersi, per carità;",
s’a-n sint st’ispirazioun furs e sarà per quel motivo noto in mille parti:,se non sento quest’ispirazione forse sarà per quel motivo noto in mille parti:,
La casca da e’ zil sóra un fil.,Casca dal cielo sopra un filo.,La goccia
La s’firma un mumint per fè testamint;,Si ferma un momento per far testamento;,La goccia
"«T’è tenta supirbia,","«Hai tanta superbia,",La goccia
"t’ a-t fè tenta granda,","ti credi tanto grande,",La goccia
"ma vésta da in elt, t’ci znina cmé mè!».","ma vista dall’alto, sei piccola come me!».",La goccia
Quand ch’una parôla,Quando una parola,La lingua dimenticata
dla lengua di mi véc,del dialetto dei miei vecchi,La lingua dimenticata
la m’ bol int e’ gargòz,mi gorgoglia in gola,La lingua dimenticata
e i grèfi dla memôria,e i graffi della memoria,La lingua dimenticata
i n’è piò bun,non riescono,La lingua dimenticata
‘d tirèla sò,a tirarla su,La lingua dimenticata
a m’ sent un papagal,mi sento un pappagallo,La lingua dimenticata
ch’ e’ dis do tre parôli,che spiccica qualche partol,La lingua dimenticata
Chi l’avreb mai det che chi tri burdel is sareb invcè sainza spuses.,Chi l’avrebbe mai detto che quei tre ragazzi sarebbero invecchiati senza sposarsi.,
J’aveva tot.,Avevano tutto.,
Che sia propi par quel ch’in c’è fet i spus?,Che sia proprio per quello che non si sono sposati?,
Un dè la scapet fora cun una tistina ad cavel curt e biond.,Un giorno si presentò con una testina di capelli corti e biondi.,
Lan’c arcnuseiva piò.,Era irriconoscibile.,
L’è stè da quand cl’à spusè che carabinir cla và pitneda sempra pracisa,È stato da quando si è sposata con quel carabiniere che si pettina sempre alla stessa maniera,
"L’era una vita c’an l’avdeiva,","Non lo vedevo da una vita,",
l’è arturnè da poch.,è ritornato da poco.,
A m’l’arcord da ragaz,Me lo ricordo da ragazzo,
poca voia ad studì e poca voia ad lavurè.,poca voglia di studiare e poca voglia di lavorare.,
L’andet a stè cun una zia cl’a n’aveiva gnainca un fiol.,Andò ad abitare con una zia che non aveva figli.,
– E ades csa fal?,– E adesso cosa fa?,
– Ades l’è in pension.,– Adesso è in pensione.,
Cla sera c’u i’andèt in ca u n’arivet a spalutè una parola.,La sera del fidanzamento non riuscì ad articolare una parola.,
Stà chelum – ui get e ba ad lia –,Stai calmo – disse il babbo di lei –,
fa du tri bel rispir e po arciapa d’arnov.,fa due tre bei respiri e poi ricomincia da capo.,
"E fasèt di bel rispir,","Fece dei bei respiri,",
ma la situazion l’an migliurèt.,ma la situazione non migliorò.,
E purain – e get la mama ad lia –,Poverino – disse la mamma di lei –,
l’è emozionè.,è emozionato.,
"Mo che rispir, che emozioun, lo l’è acsè","Ma che respiri, che emozione, lui è così",
a n’avì capì cl’è un tartaion,non avete capito che è balbuziente,
e get e fiol znin praima c’u i’arives un sc-iafòn in tla copa.,disse il figlio prima che gli arrivasse un ceffone nella nuca.,
"L’è partì da gnint,","È partito da niente,",
l’aveiva al pezi in te cul.,aveva le toppe nei pantaloni.,
"Pianin pianin u s’è cumprè una casina,","Piano piano s’è comprato una casina,",
"No, u n’è mot.","No, non è muto.",
"Un scor, ma u n’è mot.","Non parla, ma non è muto.",
"O Dio, un scor,","O Dio, non parla,",
"a dì la verità a l’ò santì emainch tre volti a dì “sei”, agliet do o tre volti a dì “ciao”,","a dire la verità l’ho sentito almeno tre volte dire “sì”, altre due o tre volte dire “ciao”,",
"E fil dl’amour l’è lungh, delichet, tot ingruvì","Il filo dell’amore è lungo, delicato, tutto attorcigliato",Il filo dell’amore
E ghefal mia e e ghefal tua Par fè un maion da stei in du.,Il mio gomitolo e il tuo gomitolo per fare un maglione da starci in due.,Il filo dell’amore
ta ni sint.,non li senti.,Gli angeli
"In scor guasi mai,","Non parlano quasi mai,",Gli angeli
i n’è invadint,non sono invadenti,Gli angeli
e quand i va via in saluta gnainca par no les ringrazié.,e quando vanno via non salutano neanche per non essere ringraziati.,Gli angeli
Ho guardè taint c’l’as né incorta Ca l’aspiteva zà da un pez.,Ho guardato tanto che se ne è accorta che l’aspettavo già da un pezzo.,La mia stella
e che cun poch al prapareva da magnè.,e preparavano da mangiare quasi con niente.,I nonni
"Ades al noni al và da l’estetesta,","Adesso le nonne vanno dalle estetiste,",I nonni
"al fa ginastica, al viaza da turesta,","fanno ginnastica, viaggiano da turiste",I nonni
"al guida l’automobila, al và a balè","guidano l’automobile, vanno a ballare",I nonni
e piò d’un taint in cà al ni po’ stè.,e più di un tanto in casa non possono più stare.,I nonni
"U gnè piò gnainca i nonn cu j’era alora ch’is dbeiva un quartìn ad bei ogni mez’ora, ch’i mastighiva la ceca de tuscain","Non ci sono più neanche i nonni di allora che bevevano un quartino ogni mezz’ora, che masticavano la cicca del toscano",I nonni
e po i spudeva in tla fiamba de camain.,e sputavano nella fiamma del camino.,I nonni
"Chi nonn bardè ad capèl e ad caparela che lai faseva da capot e da umbrela, ch’i racunteva al foli a chi burdell","Quei nonni vestiti col cappello e col mantello che gli faceva da cappotto e da ombrello, che raccontavano le favole ai bambini",I nonni
e po’ i i costruiva i badarell.,e poi gli costruivano i giochini.,I nonni
"Ades i nonn i tò j’integratur,","I nonni adesso prendono gli integratori,",I nonni
"i fa de sport, j’à i moscual dur,","fanno dello sport, hanno i muscoli duri,",I nonni
"i n’à guasi piò e stoungh, is manten snell,","non hanno più lo stomaco, sono snelli",I nonni
Ui n’è ch’i dis che par la vita Ad tre robi un’c po’ fè ad’mainch:,C’è che dice che per la vita di tre cose non si può fare a meno:,La vita
E po i dis che par campè Ui vò furtona baioch e saluta.,"E poi dicono che per campare ci vogliono fortuna, soldi e salute.",La vita
J’occ d’una ragaza,gli occhi di una ragazza,La vita
L’abraz d’un amigh,l’abbraccio di un amico,La vita
In conta gnint?,non contano niente?,La vita
T’a-n sent agli ös,Non senti le ossa,Ride
"ch’al scröca, al-s môv cn’e’ fiê?","che scricchiolano, si muovono col fiato?",Ride
Ció la dà fura,Salta fuori,Ride
"mo cs’ël , la n’è miga li","ma cos’è, non è mica lei",Ride
staséra la j’è un’êtra.,stasera è un'altra.,Ride
"A mo dabon,","Sul serio,",Ride
‘na sgregna cun ‘na ciacareňa,una sgrigna con una chiacchiera,Ride
accè tota piturêda dal mân a i pi,così tutta pitturata dalle mani ai piedi,Ride
